,edges,edge_labels,query_edge,query_label
14254,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPPI', 'DC', 'DC', 'TPP', 'EQ', 'EC']","(0, 4)",EC
14255,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'TPP', 'EQ', 'EC', 'TPP', 'NTPPI']","(0, 4)",EC
14256,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'EC', 'EQ', 'NTPP', 'TPPI']","(0, 4)",EC
14257,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'EC', 'PO', 'NTPPI', 'DC']","(0, 4)",EC
14258,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'NTPP', 'EC', 'EQ', 'EC', 'DC']","(0, 4)",EC
14259,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'TPP', 'PO', 'EC', 'EQ']","(0, 4)",EC
14260,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'TPPI', 'EQ', 'EC', 'TPP', 'TPPI']","(0, 4)",EC
14261,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'NTPP', 'TPPI', 'PO', 'TPPI']","(0, 4)",EC
14262,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'EC', 'PO', 'EQ', 'EC']","(0, 4)",EC
14263,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'NTPPI', 'EQ', 'EC', 'TPP', 'NTPPI']","(0, 4)",EC
14264,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'TPP', 'EC', 'NTPPI', 'DC']","(0, 4)",EC
14265,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'EQ', 'EC', 'PO', 'DC']","(0, 4)",EC
14266,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'EC', 'PO', 'DC']","(0, 4)",EC
14267,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'DC', 'EQ', 'EC', 'NTPPI', 'DC']","(0, 4)",EC
14268,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'NTPP', 'EC', 'DC', 'EC', 'EQ']","(0, 4)",EC
14269,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'EQ', 'EC', 'EC', 'EQ']","(0, 4)",EC
14270,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'TPPI', 'EC', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14271,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'EC', 'EC', 'EQ', 'DC', 'TPP']","(0, 4)",EC
14272,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'TPP', 'TPPI', 'PO', 'NTPPI']","(0, 4)",EC
14273,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'DC', 'PO', 'EC', 'EQ']","(0, 4)",EC
14274,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'DC', 'EQ', 'EC', 'EC', 'DC']","(0, 4)",EC
14275,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'EC', 'EQ', 'EC', 'EQ']","(0, 4)",EC
14276,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'TPP', 'EC', 'TPP', 'TPPI']","(0, 4)",EC
14277,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'NTPPI', 'EC', 'EQ', 'PO', 'DC']","(0, 4)",EC
14278,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'DC', 'PO', 'EC']","(0, 4)",EC
14279,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'PO', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14280,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'PO', 'EQ', 'EC', 'TPP', 'TPPI']","(0, 4)",EC
14281,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'PO', 'EC', 'EQ', 'PO', 'DC']","(0, 4)",EC
14282,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'EC', 'EC', 'TPPI']","(0, 4)",EC
14283,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'TPP', 'TPPI', 'DC', 'PO']","(0, 4)",EC
14284,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'PO', 'EC', 'EQ', 'NTPP', 'PO']","(0, 4)",EC
14285,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'TPPI', 'EC', 'EC', 'PO']","(0, 4)",EC
14286,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'EC', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14287,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'DC', 'DC', 'PO', 'EQ', 'EC']","(0, 4)",EC
14288,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'DC', 'EC', 'TPP', 'EC', 'TPPI']","(0, 4)",EC
14289,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'NTPP', 'PO', 'EC', 'EQ']","(0, 4)",EC
14290,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'NTPP', 'EQ', 'EC', 'EQ', 'EC']","(0, 4)",EC
14291,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'EC', 'EC', 'EQ']","(0, 4)",EC
14292,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'DC', 'PO', 'EC', 'EQ']","(0, 4)",EC
14293,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'NTPPI', 'EQ', 'EC', 'NTPP', 'TPPI']","(0, 4)",EC
14294,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'EQ', 'EC', 'NTPP', 'TPPI']","(0, 4)",EC
14295,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'TPP', 'NTPPI', 'EC', 'EQ']","(0, 4)",EC
14296,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'PO', 'DC', 'TPP', 'EQ', 'EC']","(0, 4)",EC
14297,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'NTPPI', 'DC', 'PO', 'DC']","(0, 4)",EC
14298,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'TPPI', 'EC', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14299,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'DC', 'EQ', 'EC', 'NTPP', 'PO']","(0, 4)",EC
14300,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'EC', 'PO', 'EC', 'EC', 'EQ']","(0, 4)",EC
14301,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'NTPP', 'TPPI', 'TPP', 'EC']","(0, 4)",EC
14302,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'DC', 'EC', 'EQ', 'PO', 'NTPPI']","(0, 4)",EC
14303,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'PO', 'EC', 'EQ', 'DC', 'PO']","(0, 4)",EC
14304,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'TPP', 'EC', 'EC', 'EQ']","(0, 4)",EC
14305,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'PO', 'EQ', 'EC']","(0, 4)",EC
14306,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'TPPI', 'EC', 'EC', 'TPPI']","(0, 4)",EC
14307,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'NTPPI', 'TPPI', 'EC', 'EQ', 'EC']","(0, 4)",EC
14308,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'EC', 'PO', 'EC', 'DC']","(0, 4)",EC
14309,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'PO', 'EC', 'TPP', 'EC', 'EQ']","(0, 4)",EC
14310,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'EQ', 'EC', 'EC', 'PO']","(0, 4)",EC
14311,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPPI', 'DC', 'DC', 'EC', 'EC', 'EQ']","(0, 4)",EC
14312,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'EC', 'EQ', 'PO', 'NTPPI']","(0, 4)",EC
14313,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'NTPPI', 'DC', 'EC', 'TPPI']","(0, 4)",EC
14314,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'PO', 'EC', 'TPP', 'EQ', 'EC']","(0, 4)",EC
14315,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPPI', 'DC', 'EQ', 'EC', 'EQ', 'EC']","(0, 4)",EC
14316,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'EC', 'EQ', 'EC', 'NTPPI', 'DC']","(0, 4)",EC
14317,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'NTPP', 'PO', 'TPPI', 'EC']","(0, 4)",EC
14318,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'EC', 'EQ', 'PO', 'DC']","(0, 4)",EC
14319,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'EC', 'EQ', 'NTPPI', 'DC']","(0, 4)",EC
14320,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'TPPI', 'TPP', 'PO', 'EC', 'EQ']","(0, 4)",EC
14321,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EC', 'EC', 'EQ', 'DC', 'NTPP']","(0, 4)",EC
14322,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'EC', 'TPP', 'EC', 'EQ']","(0, 4)",EC
14323,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'EC', 'TPP', 'EC', 'TPPI']","(0, 4)",EC
14324,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'TPP', 'EC', 'EC', 'TPP']","(0, 4)",EC
14325,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'EC', 'PO', 'DC']","(0, 4)",EC
14326,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'TPP', 'EC', 'PO', 'EC']","(0, 4)",EC
14327,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'NTPPI', 'EQ', 'EC', 'EC', 'PO']","(0, 4)",EC
14328,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'TPP', 'PO', 'TPPI', 'EC']","(0, 4)",EC
14329,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'EC', 'PO', 'NTPP', 'PO']","(0, 4)",EC
14330,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'DC', 'EC', 'TPP', 'EQ', 'EC']","(0, 4)",EC
14331,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'NTPPI', 'TPP', 'NTPPI']","(0, 4)",EC
14332,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'TPP', 'PO', 'DC']","(0, 4)",EC
14333,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'EC', 'EQ', 'EC', 'EC', 'TPP']","(0, 4)",EC
14334,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'EQ', 'EC', 'EC', 'TPP']","(0, 4)",EC
14335,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'EC', 'DC', 'DC', 'TPP']","(0, 4)",EC
14336,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'DC', 'EC', 'EC', 'EC', 'EQ']","(0, 4)",EC
14337,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'DC', 'TPPI', 'EC', 'TPP', 'EC']","(0, 4)",EC
14338,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'DC', 'EC', 'PO']","(0, 4)",EC
14339,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'TPP', 'EC', 'TPP', 'PO']","(0, 4)",EC
14340,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EC', 'TPP', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14341,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'DC', 'DC', 'NTPP']","(0, 4)",EC
14342,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'DC', 'NTPP', 'EC', 'DC']","(0, 4)",EC
14343,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'DC', 'EC', 'EQ', 'NTPP', 'PO']","(0, 4)",EC
14344,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'NTPP', 'EC', 'EQ']","(0, 4)",EC
14345,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EC', 'DC', 'TPP', 'EC', 'EQ']","(0, 4)",EC
14346,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'TPPI', 'EC', 'EC', 'DC']","(0, 4)",EC
14347,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'TPPI', 'EC', 'TPP', 'EC', 'TPPI']","(0, 4)",EC
14348,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'NTPPI', 'EC', 'EC', 'EQ', 'EC']","(0, 4)",EC
14349,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'PO', 'EC', 'EQ', 'NTPPI', 'DC']","(0, 4)",EC
14350,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'EC', 'EQ', 'DC', 'PO']","(0, 4)",EC
14351,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'EC', 'EC', 'PO', 'TPPI']","(0, 4)",EC
14352,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'EC', 'TPP', 'TPP', 'EC']","(0, 4)",EC
14353,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'EQ', 'EC', 'EC', 'PO']","(0, 4)",EC
14354,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'PO', 'EQ', 'EC', 'PO', 'DC']","(0, 4)",EC
14355,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'NTPPI', 'PO', 'TPPI']","(0, 4)",EC
14356,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'NTPPI', 'EQ', 'EC', 'DC', 'PO']","(0, 4)",EC
14357,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'NTPPI', 'NTPP', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14358,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'PO', 'EQ', 'EC', 'TPP', 'PO']","(0, 4)",EC
14359,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'TPPI', 'EC', 'TPP', 'EC']","(0, 4)",EC
14360,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'PO', 'TPPI', 'DC', 'EQ', 'EC']","(0, 4)",EC
14361,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'TPPI', 'EC', 'EC', 'TPP']","(0, 4)",EC
14362,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'NTPP', 'PO', 'TPP', 'TPPI']","(0, 4)",EC
14363,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'TPPI', 'EC', 'EQ', 'EC', 'EC']","(0, 4)",EC
14364,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'TPPI', 'PO', 'TPPI', 'EQ', 'EC']","(0, 4)",EC
14365,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'EC', 'DC', 'NTPP', 'EQ', 'EC']","(0, 4)",EC
14366,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EQ', 'PO', 'EC', 'EC', 'PO']","(0, 4)",EC
14367,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'PO', 'EC', 'EQ', 'EC', 'EQ']","(0, 4)",EC
14368,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'TPPI', 'TPP', 'NTPPI', 'EQ', 'EC']","(0, 4)",EC
14369,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'EC', 'EC', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14370,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'NTPPI', 'EC', 'EQ', 'EC', 'TPPI']","(0, 4)",EC
14371,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'EC', 'EQ', 'TPP', 'TPPI']","(0, 4)",EC
14372,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'TPP', 'NTPPI', 'EC', 'EQ']","(0, 4)",EC
14373,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'EC', 'EQ', 'TPP', 'PO']","(0, 4)",EC
14374,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'EC', 'EQ', 'EC', 'EC', 'PO']","(0, 4)",EC
14375,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPPI', 'DC', 'EC', 'TPPI', 'EC', 'EQ']","(0, 4)",EC
14376,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'EC', 'EQ', 'EC', 'NTPP', 'PO']","(0, 4)",EC
14377,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'TPP', 'NTPPI', 'PO', 'NTPPI']","(0, 4)",EC
14378,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'TPPI', 'DC', 'DC', 'PO']","(0, 4)",EC
14379,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'NTPP', 'PO', 'EC', 'EQ']","(0, 4)",EC
14380,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'EC', 'EQ', 'EQ', 'EC']","(0, 4)",EC
14381,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'PO', 'PO', 'TPPI', 'EQ', 'EC']","(0, 4)",EC
14382,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'PO', 'TPPI', 'TPP', 'EC']","(0, 4)",EC
14383,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'PO', 'PO', 'TPPI']","(0, 4)",EC
14384,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'EC', 'TPPI', 'DC', 'EQ', 'EC']","(0, 4)",EC
14385,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'PO', 'NTPP', 'PO', 'EC', 'EQ']","(0, 4)",EC
14386,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'PO', 'EC', 'EQ', 'EC', 'TPPI']","(0, 4)",EC
14387,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'DC', 'EC', 'EQ', 'EC', 'EC']","(0, 4)",EC
14388,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPP', 'DC', 'EC', 'EQ', 'EC']","(0, 4)",EC
14389,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'NTPP', 'PO', 'DC', 'TPP']","(0, 4)",EC
14390,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'PO', 'EC', 'EQ', 'TPP', 'TPPI']","(0, 4)",EC
14391,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'EC', 'TPP', 'EC', 'TPPI']","(0, 4)",EC
14392,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPP', 'EC', 'TPP', 'EC', 'TPPI', 'EC']","(0, 4)",EC
14393,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'PO', 'EC', 'EC', 'EQ', 'EC']","(0, 4)",EC
14394,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'PO', 'DC', 'PO', 'DC']","(0, 4)",EC
14395,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'EC', 'DC', 'TPP', 'NTPP', 'PO']","(0, 4)",EC
14396,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'TPPI', 'EC', 'DC', 'EC', 'EQ']","(0, 4)",EC
14397,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EC', 'PO', 'NTPP', 'PO', 'EQ', 'EC']","(0, 4)",EC
14398,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'TPPI', 'TPPI', 'EC', 'TPP', 'EC']","(0, 4)",EC
14399,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'EC', 'DC', 'PO', 'EQ', 'EC']","(0, 4)",EC
14400,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'DC', 'DC', 'NTPP', 'NTPPI', 'EC']","(0, 4)",PO
14401,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'PO', 'PO', 'TPPI', 'TPPI', 'PO']","(0, 4)",PO
14402,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'TPP', 'TPPI', 'PO', 'PO', 'EQ']","(0, 4)",PO
14403,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'PO', 'EC', 'TPP', 'NTPP', 'TPPI']","(0, 4)",PO
14404,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['TPPI', 'PO', 'NTPP', 'PO', 'EC', 'PO']","(0, 4)",PO
14405,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'EQ', 'EC', 'NTPP', 'TPPI', 'EC']","(0, 4)",PO
14406,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['PO', 'NTPPI', 'DC', 'TPP', 'TPPI', 'PO']","(0, 4)",PO
14407,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPPI', 'PO', 'DC', 'TPP', 'NTPPI', 'NTPP']","(0, 4)",PO
14408,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'NTPP', 'TPPI', 'EC', 'PO', 'EQ']","(0, 4)",PO
14409,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['EQ', 'PO', 'NTPPI', 'DC', 'NTPPI', 'NTPP']","(0, 4)",PO
14410,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'EC', 'NTPPI', 'NTPP', 'PO', 'EC']","(0, 4)",PO
14411,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPP', 'TPPI', 'EQ', 'PO', 'TPPI', 'PO']","(0, 4)",PO
14412,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['NTPPI', 'EC', 'TPP', 'PO', 'NTPPI', 'TPP']","(0, 4)",PO
14413,"[(0, 1), (1, 4), (0, 2), (2, 4), (0, 3), (3, 4)]","['DC', 'TPP', 'DC', 'NTPP', 'NTPPI', 'PO']","(0, 4)",PO
